paperId,year,outDegree,inDegree
106206,2001,8,2
106207,2001,0,10
106208,2001,9,0
106209,2001,6,0
106211,2001,11,0
106216,2001,5,1
106221,2001,42,10
106245,2001,12,9
106246,2001,22,7
106251,2001,12,3
106255,2001,55,3
106264,2001,2,7
106278,2001,20,5
106280,2001,38,2
106285,2001,30,0
106286,2001,20,1
106294,2001,18,0
106297,2001,2,0
106315,2001,30,51
106319,2001,21,16
106324,2001,10,2
106336,2001,17,5
106344,2001,9,0
106345,2001,13,8
106352,2001,28,7
107006,2001,21,0
107011,2001,1,3
107017,2001,17,2
107020,2001,1,2
107024,2001,11,5
107026,2001,10,0
107036,2001,25,3
107045,2001,5,0
107048,2001,41,8
107052,2001,17,7
107060,2001,15,5
107064,2001,27,10
107071,2001,13,4
107076,2001,8,0
107077,2001,2,1
107078,2001,8,3
107079,2001,14,0
107081,2001,9,16
107083,2001,20,2
107105,2001,6,3
107106,2001,14,3
107108,2001,10,3
107111,2001,31,2
107112,2001,19,5
107113,2001,9,7
107114,2001,14,5
107126,2001,12,0
107127,2001,14,3
107133,2001,26,1
107137,2001,10,0
107139,2001,20,7
107140,2001,7,2
107144,2001,56,10
107146,2001,5,0
107151,2001,10,5
107153,2001,13,2
107154,2001,12,2
107158,2001,12,2
107159,2001,12,2
107163,2001,11,1
107164,2001,1,6
107165,2001,24,7
107172,2001,9,1
107175,2001,14,1
107176,2001,16,3
107179,2001,22,0
107181,2001,32,5
107187,2001,21,3
107192,2001,3,1
107195,2001,17,0
107196,2001,8,0
107202,2001,20,4
107204,2001,44,3
107205,2001,14,3
107208,2001,2,0
107209,2001,15,1
107214,2001,7,1
107215,2001,2,1
107218,2001,24,3
107220,2001,35,2
107222,2001,22,3
107227,2001,13,7
107234,2001,14,3
107243,2001,4,1
107247,2001,21,1
107251,2001,11,1
107252,2001,10,5
107261,2001,3,1
107265,2001,23,11
107268,2001,5,4
107271,2001,20,3
107278,2001,8,0
107279,2001,11,0
107282,2001,8,3
107292,2001,6,0
107293,2001,16,0
107307,2001,11,1
107314,2001,15,0
107316,2001,70,12
107317,2001,8,2
107318,2001,10,2
107320,2001,15,4
107322,2001,4,0
107325,2001,25,2
107331,2001,10,2
108003,2001,4,2
108010,2001,5,2
108015,2001,1,1
108027,2001,20,0
108055,2001,16,6
108059,2001,27,5
108061,2001,13,3
108062,2001,6,0
108074,2001,22,3
108076,2001,9,4
108078,2001,25,2
108080,2001,9,1
108084,2001,36,14
108088,2001,10,0
108089,2001,5,0
108092,2001,19,10
108095,2001,19,2
108096,2001,13,4
108099,2001,34,0
108111,2001,66,2
108124,2001,17,0
108133,2001,15,0
108134,2001,7,1
108135,2001,24,9
108141,2001,46,9
108150,2001,35,2
108151,2001,14,0
108161,2001,10,5
108163,2001,8,0
108168,2001,19,4
108175,2001,28,6
108176,2001,13,1
108180,2001,1,1
108185,2001,14,3
108186,2001,6,3
108187,2001,9,2
108192,2001,27,8
108207,2001,20,1
108209,2001,3,0
108210,2001,6,5
108213,2001,15,6
108224,2001,43,4
108227,2001,24,7
108231,2001,8,0
108240,2001,26,8
108242,2001,19,8
108243,2001,9,7
108244,2001,59,5
108245,2001,33,0
108263,2001,13,1
108264,2001,28,10
108267,2001,55,0
108274,2001,17,5
109007,2001,15,3
109008,2001,6,3
109009,2001,3,2
109010,2001,21,2
109012,2001,6,3
109013,2001,13,2
109018,2001,13,3
109022,2001,6,0
109026,2001,12,1
109032,2001,8,4
109033,2001,6,0
109040,2001,37,0
109044,2001,4,0
109051,2001,12,3
109052,2001,27,1
109056,2001,21,9
109058,2001,19,5
109062,2001,24,6
109063,2001,10,0
109072,2001,8,4
109077,2001,17,4
109084,2001,18,9
109085,2001,5,2
109088,2001,13,1
109090,2001,82,9
109091,2001,14,1
109093,2001,10,4
109094,2001,10,1
109098,2001,6,0
109102,2001,3,4
109109,2001,10,0
109112,2001,11,1
109113,2001,16,9
109115,2001,30,27
109117,2001,27,10
109122,2001,28,5
109130,2001,8,6
109135,2001,20,6
109137,2001,7,1
109140,2001,26,4
109151,2001,14,3
109156,2001,21,4
109159,2001,7,2
109160,2001,29,7
109162,2001,9,0
109174,2001,18,3
109178,2001,26,5
109189,2001,18,1
109191,2001,5,0
109193,2001,3,0
109197,2001,81,9
109201,2001,43,4
109203,2001,17,1
109217,2001,26,5
109223,2001,28,2
109237,2001,22,1
109243,2001,30,1
109250,2001,6,4
109253,2001,30,0
109254,2001,30,1
109255,2001,30,0
109256,2001,9,2
109265,2001,6,1
109269,2001,12,0
109274,2001,5,2
109289,2001,13,1
110003,2001,1,0
110004,2001,11,2
110019,2001,19,2
110022,2001,25,5
110024,2001,37,0
110029,2001,43,0
110031,2001,3,11
110033,2001,10,5
110034,2001,8,7
110052,2001,18,0
110056,2001,8,4
110060,2001,10,0
110063,2001,14,1
110069,2001,4,5
110082,2001,5,0
110087,2001,62,2
110100,2001,4,0
110106,2001,32,2
110107,2001,21,0
110108,2001,14,0
110123,2001,6,3
110126,2001,18,8
110129,2001,8,4
110130,2001,10,0
110135,2001,23,1
110141,2001,21,1
110149,2001,8,1
110156,2001,27,3
110162,2001,4,0
110166,2001,12,0
110179,2001,16,0
110180,2001,19,2
110184,2001,22,0
110192,2001,42,1
110193,2001,21,3
110197,2001,18,2
110203,2001,13,4
110208,2001,18,1
110216,2001,37,6
110221,2001,24,4
110226,2001,11,0
110229,2001,20,0
110246,2001,4,0
110251,2001,19,0
110252,2001,16,3
110254,2001,3,1
110261,2001,1,3
110263,2001,13,2
110270,2001,28,0
110271,2001,9,0
110274,2001,4,0
110278,2001,36,2
110284,2001,16,2
110291,2001,15,4
110301,2001,40,4
110303,2001,7,0
110331,2001,19,1
110332,2001,16,3
110333,2001,10,1
110334,2001,5,4
110335,2001,5,1
110336,2001,5,0
110343,2001,5,1
110348,2001,9,3
110349,2001,2,0
110352,2001,21,0
110358,2001,6,0
110360,2001,9,1
110365,2001,20,3
110376,2001,19,3
110378,2001,9,2
110398,2001,31,0
110400,2001,5,2
110402,2001,13,1
110409,2001,34,8
110412,2001,5,0
110418,2001,14,0
111003,2001,21,0
111006,2001,12,0
111016,2001,7,4
111031,2001,15,0
111037,2001,11,2
111047,2001,28,11
111059,2001,9,25
111060,2001,28,3
111063,2001,8,1
111077,2001,11,3
111078,2001,23,8
111080,2001,26,0
111082,2001,8,10
111085,2001,14,1
111089,2001,21,2
111090,2001,14,3
111092,2001,66,4
111093,2001,10,2
111105,2001,8,0
111106,2001,38,5
111121,2001,13,0
111127,2001,39,2
111129,2001,16,0
111143,2001,18,0
111144,2001,4,6
111157,2001,23,2
111158,2001,21,6
111163,2001,7,1
111168,2001,4,0
111170,2001,4,0
111171,2001,5,0
111176,2001,6,1
111180,2001,26,1
111183,2001,8,1
111184,2001,16,0
111186,2001,11,1
111189,2001,1,2
111190,2001,0,21
111192,2001,19,0
111196,2001,19,4
111198,2001,113,1
111204,2001,2,1
111208,2001,7,3
111209,2001,19,6
111215,2001,15,2
111219,2001,7,0
111221,2001,8,1
111225,2001,11,0
111234,2001,10,4
111240,2001,13,1
111244,2001,22,14
111245,2001,43,7
111249,2001,12,3
111267,2001,20,13
111270,2001,10,0
111274,2001,6,0
111281,2001,14,0
111297,2001,14,1
111305,2001,6,2
111306,2001,11,0
111308,2001,14,1
111309,2001,12,3
111314,2001,45,5
111315,2001,20,4
111332,2001,41,6
111338,2001,40,2
111340,2001,48,2
111344,2001,13,2
111345,2001,11,0
111349,2001,35,0
111357,2001,17,4
111359,2001,4,6
111361,2001,7,0
111377,2001,41,3
111382,2001,36,1
111386,2001,8,1
111387,2001,10,0
111388,2001,2,0
111391,2001,17,1
111396,2001,4,1
111400,2001,15,0
111403,2001,9,3
111444,2001,3,0
111455,2001,11,0
111466,2001,12,0
111472,2001,32,10
112016,2001,8,0
112020,2001,17,0
112021,2001,17,1
112023,2001,30,0
112025,2001,10,1
112028,2001,6,1
112035,2001,14,0
112038,2001,3,0
112058,2001,20,1
112062,2001,7,2
112065,2001,5,1
112070,2001,9,1
112096,2001,1,0
112106,2001,7,0
112108,2001,47,12
112110,2001,2,2
112112,2001,13,1
112114,2001,12,4
112115,2001,9,0
112116,2001,11,0
112117,2001,9,18
112126,2001,37,5
112127,2001,14,0
112129,2001,8,4
112131,2001,7,0
112134,2001,18,0
112140,2001,9,3
112144,2001,11,1
112145,2001,15,0
112146,2001,8,1
112150,2001,5,1
112164,2001,13,0
112177,2001,21,21
112187,2001,7,0
112190,2001,27,0
112191,2001,24,1
112199,2001,19,0
112204,2001,12,0
112205,2001,6,8
112209,2001,35,2
112225,2001,16,1
112228,2001,12,5
112229,2001,7,0
112235,2001,34,5
112245,2001,20,2
112276,2001,21,5
112278,2001,12,8
112279,2001,3,1
112281,2001,25,5
112288,2001,17,0
112294,2001,10,0
112296,2001,6,1
112300,2001,17,10
112302,2001,21,10
112309,2001,21,0
112310,2001,8,1
112328,2001,25,1
201001,2001,50,4
201005,2002,5,4
201006,2002,21,8
201017,2002,15,0
201019,2002,20,6
201020,2002,4,0
201025,2002,4,2
201036,2002,40,4
201041,2002,10,0
201043,2002,11,3
201047,2002,1,1
201048,2002,19,2
201049,2002,10,2
201059,2002,11,6
201065,2002,19,0
201066,2002,8,1
201068,2002,16,0
201071,2002,230,18
201075,2002,81,2
201078,2002,21,0
201085,2002,2,0
201088,2002,16,1
201091,2002,23,3
201096,2002,2,0
201100,2002,13,0
201127,2002,19,18
201137,2002,40,1
201144,2002,7,2
201146,2002,89,2
201148,2002,5,6
201151,2002,4,1
201161,2002,35,7
201164,2002,3,2
201165,2002,52,0
201170,2002,9,2
201171,2002,11,6
201174,2002,11,5
201175,2002,4,0
201180,2002,19,0
201183,2002,25,1
201199,2002,25,1
201210,2002,10,1
201217,2002,17,4
201218,2002,29,0
201224,2002,15,4
201226,2002,17,3
201230,2002,10,2
201242,2002,5,3
201253,2002,34,3
201257,2002,5,1
201261,2002,20,6
201266,2002,24,0
201271,2002,14,2
201272,2002,9,0
201274,2002,15,3
201276,2002,14,0
201277,2002,13,3
201285,2002,28,0
201286,2002,30,1
201287,2002,1,1
201288,2002,5,0
201292,2002,3,0
201293,2002,31,1
201295,2002,10,0
201300,2002,18,2
201301,2002,15,2
201303,2002,4,0
201313,2002,18,1
202001,2002,58,6
202004,2002,7,0
202006,2002,9,3
202010,2002,15,6
202012,2002,36,7
202015,2002,4,1
202019,2002,21,1
202020,2002,21,1
202028,2002,7,0
202034,2002,8,2
202037,2002,43,2
202042,2002,1,0
202056,2002,21,2
202058,2002,59,7
202067,2002,7,0
202073,2002,11,1
202077,2002,25,2
202079,2002,3,0
202088,2002,13,3
202089,2002,4,6
202090,2002,6,3
202098,2002,3,2
202099,2002,5,0
202102,2002,4,1
202115,2002,9,0
202125,2002,26,2
202131,2002,37,12
202136,2002,7,3
202140,2002,4,3
202142,2002,14,1
202146,2002,9,0
202153,2002,11,1
202159,2002,5,0
202177,2002,27,4
202181,2002,10,0
202185,2002,17,1
202187,2002,2,0
202194,2002,0,3
202200,2002,58,3
202202,2002,10,2
202205,2002,12,6
202215,2002,28,0
202226,2002,22,2
202233,2002,23,12
202236,2002,7,0
202246,2002,12,6
202248,2002,20,1
202251,2002,22,4
202255,2002,21,2
202262,2002,7,1
202265,2002,13,2
202268,2002,4,1
202270,2002,37,17
202275,2002,41,2
202277,2002,10,5
203003,2002,11,4
203008,2002,3,2
203016,2002,2,0
203017,2002,13,0
203019,2002,14,0
203029,2002,4,3
203030,2002,34,1
203038,2002,17,0
203050,2002,2,3
203056,2002,96,11
203057,2002,5,0
203059,2002,17,5
203062,2002,5,3
203063,2002,14,3
203074,2002,31,0
203079,2002,80,17
203082,2002,4,2
203091,2002,11,5
203092,2002,14,2
203105,2002,9,0
203108,2002,16,2
203120,,30,0
203122,,17,1
203123,,12,9
203128,,17,2
203131,,23,2
203135,,8,3
203140,,5,1
203141,,3,2
203149,2002,8,7
203155,,43,12
203162,,5,0
203163,,14,0
203166,,53,9
203177,,4,0
203183,,19,0
203184,,13,4
203186,,12,3
203194,,6,0
203199,,5,1
203211,,9,1
203212,,12,1
203219,,103,0
203224,,17,2
203229,,63,1
203235,,25,0
203243,,12,1
203246,,16,0
203248,,11,0
203251,,15,0
203258,,7,13
203262,,6,0
203264,,21,0
203268,,9,0
204001,,12,9
204005,,4,2
204006,,4,2
204007,,14,0
204014,,18,4
204015,,1,0
204016,,17,0
204018,,9,0
204020,,10,2
204024,,5,1
204026,,4,0
204028,,25,6
204030,,7,0
204031,,108,3
204044,,27,4
204056,,9,2
204060,,16,2
204075,,9,0
204076,,14,0
204079,,15,8
204080,,36,3
204082,,6,0
204092,,37,2
204093,,20,1
204095,,14,3
204104,,16,0
204109,,7,2
204115,,24,4
204128,,13,0
204131,,5,0
204132,,17,0
204139,,13,1
204147,,14,1
204149,,20,2
204172,,11,1
204175,,6,0
204179,,4,1
204181,,14,2
204190,,1,0
204196,,23,1
204205,,27,10
204206,,28,0
204209,,7,0
204210,,13,1
204211,,11,4
204213,,22,3
204215,,10,2
204219,,27,0
204224,,19,5
204240,,22,0
204242,,10,1
204244,,6,2
204249,,9,0
204250,,14,3
204251,,54,1
204252,,6,0
204257,,1,0
204259,,16,0
204263,,3,1
204268,,12,0
204269,,7,0
204272,,2,1
204274,,20,0
204275,,8,4
204279,,9,2
204289,,2,2
204290,,39,6
204297,,18,1
204299,,111,5
204309,,2,0
204316,,113,6
204318,,16,0
204319,,21,1
204321,,18,1
204323,,13,1
204328,,17,3
204337,,13,4
204338,,12,0
204340,,6,0
204346,,25,0
204361,,16,0
205010,,13,0
205013,,5,5
205017,,8,1
205027,,17,0
205037,,25,5
205044,,27,5
205046,,24,5
205054,,14,0
205059,,9,1
205064,,11,5
205072,,6,1
205084,,26,5
205088,,3,1
205089,,21,1
205095,,13,0
205099,,16,0
205108,,31,5
205109,,20,4
205111,,18,3
205140,,2,0
205145,,7,0
205148,,11,2
205151,,18,1
205159,,7,0
205160,,60,1
205165,,20,6
205172,,4,1
205176,,15,3
205177,,16,1
205187,,6,0
205193,,21,0
205196,,5,0
205205,,14,2
205209,,2,0
205212,,24,2
205216,,13,1
205219,,7,2
205231,,3,0
205232,,12,1
205256,,5,0
205270,,24,3
205272,,5,4
205274,,13,1
205276,,8,1
205279,,37,0
205286,,17,3
205290,,2,4
205291,,10,0
205306,,16,0
205325,,47,8
205332,,9,5
205333,,11,0
205334,,34,5
205341,,9,2
205343,,4,4
205346,,1,0
205347,,11,0
205348,,13,0
206003,,13,9
206005,,9,4
206021,,5,6
206022,,8,3
206025,,15,0
206029,,4,2
206030,,34,1
206033,,13,1
206039,,4,0
206043,,10,0
206050,,4,0
206053,,12,0
206056,,19,4
206061,,30,0
206064,,17,1
206065,,28,0
206066,,8,2
206077,,65,7
206088,,5,1
206091,,7,0
206094,,9,1
206095,,31,1
206101,,21,10
206104,,7,2
206129,,10,0
206130,,5,1
206135,,5,1
206136,,16,8
206140,,54,3
206147,,10,0
206156,,12,1
206158,,27,2
206161,,8,0
206167,,42,2
206169,,76,3
206174,,18,3
206186,,31,0
206188,,7,0
206219,,7,0
206220,,7,1
206227,,19,0
206231,,19,1
206237,,7,4
206238,,12,1
206241,,28,7
206242,,11,3
206247,,6,0
206248,,53,1
206253,,14,1
206258,,19,3
206269,,6,3
206271,,11,0
206277,,6,0
206279,,27,3
206284,,19,3
206288,,17,0
206292,,1,1
206297,,21,1
206303,,15,0
206304,,19,1
206306,,14,1
207005,,36,2
207010,,12,3
207016,,23,0
207021,,11,0
207022,,14,1
207027,,7,1
207028,,26,0
207031,,5,1
207034,,3,1
207036,,27,5
207039,,10,0
207042,,26,8
207043,,16,3
207052,,10,3
207055,,61,4
207057,,5,0
207058,,24,0
207059,,9,1
207061,,17,1
207071,,13,0
207082,,37,0
207089,,17,0
207092,,11,5
207103,,6,0
207104,,8,0
207105,,7,0
207106,,7,0
207107,,10,1
207126,,37,4
207135,,5,0
207136,,8,2
207138,,14,0
207147,,34,1
207153,,26,1
207176,,13,0
207178,,31,0
207188,,27,0
207191,,10,3
207204,,23,1
207207,,2,0
207208,,1,0
207210,,11,3
207220,,22,0
207225,,11,0
207231,,25,0
207232,,6,0
207235,,13,1
207237,,35,1
207242,,21,1
207243,,3,3
207245,,7,1
207247,,45,1
207248,,37,1
207258,,3,0
207259,,8,1
207267,,3,0
207276,,19,0
207277,,57,3
207287,,27,5
207290,,14,0
207300,,13,3
207307,,16,2
207309,,27,0
207313,,22,4
207317,,9,0
207325,,5,0
207336,,15,0
207349,,4,0
207351,,14,0
207356,,18,8
207358,,9,4
207365,,31,2
207369,,14,0
207374,,26,0
208006,,9,0
208007,,17,1
208015,,11,1
208019,,35,4
208028,,25,0
208031,,24,2
208037,,6,0
208040,,11,2
208043,,81,5
208049,,5,0
208051,,3,0
208054,,10,0
208064,,1,0
208066,,5,0
208068,,36,0
208073,,27,2
208090,,18,0
208091,,19,7
208098,,2,1
208105,,6,0
208113,,11,8
208114,,82,0
208120,,9,0
208123,,26,0
208124,,20,0
208129,,10,0
208141,,27,3
208144,,7,1
208155,,17,1
208160,,31,1
208161,,1,0
208162,,18,1
208168,,18,0
208171,,20,2
208172,,14,0
208173,,2,0
208177,,16,9
208181,,13,0
208185,,11,0
208192,,10,0
208198,,20,2
208200,,12,0
208206,,3,0
208209,,120,5
208224,,20,1
208226,,17,3
208236,,55,0
208243,,9,1
208244,,9,0
208245,,11,0
208250,,9,0
208256,,20,2
208260,,4,0
209003,,19,0
209006,,31,3
209009,,13,0
209010,,11,7
209011,,31,0
209015,,13,3
209029,,18,1
209030,,17,1
209033,,3,0
209034,,6,0
209044,,6,1
209055,,9,0
209079,,16,1
209080,,22,1
209084,,15,7
209089,,19,0
209091,,23,1
209101,,11,0
209114,,25,1
209121,,23,2
209128,,9,1
209137,,8,0
209165,,4,2
209174,,35,4
209185,,7,1
209204,,4,0
209230,,10,0
209233,,25,2
209244,,102,0
209252,,25,1
209263,,13,1
209265,,11,1
209271,,6,0
209274,,9,0
209276,,22,0
209290,,16,3
209291,,10,0
209292,,6,0
209298,,13,0
209305,,29,2
209315,,4,1
209316,,5,3
209320,,18,0
209323,,14,0
209328,,3,0
209331,,33,0
209340,,40,2
209354,,0,1
210003,,10,1
210008,,14,0
210014,,3,0
210017,,3,0
210019,,2,0
210024,,10,0
210028,,19,0
210032,,25,2
210033,,9,1
210034,,6,2
210035,,11,1
210039,,10,0
210042,,9,0
210060,,8,0
210061,,12,0
210078,,13,2
210082,,24,0
210091,,17,2
210092,,9,0
210094,,12,1
210097,,17,0
210100,,9,0
210112,,31,2
210132,,8,1
210134,,6,1
210139,,8,1
210141,,13,0
210142,,23,0
210146,,12,0
210150,,17,1
210151,,5,0
210157,,17,3
210162,,2,0
210179,,6,0
210181,,12,0
210183,,21,1
210187,,8,0
210189,,13,0
210193,,15,3
210201,,25,0
210216,,5,0
210227,,20,0
210236,,40,2
210258,,20,2
210259,,7,0
210261,,9,0
210271,,9,0
210278,,13,1
210282,,12,0
210285,,12,0
210291,,54,4
210305,,17,1
210309,,33,0
210324,,15,0
210361,,12,0
210362,,15,0
210376,,22,0
210380,,8,0
210381,,15,2
210390,,48,0
210398,,74,0
210408,,16,0
210414,,12,0
210416,,14,0
210423,,13,0
210429,,27,0
210430,,20,2
210431,,32,0
210442,,25,4
210445,,26,0
211003,,25,0
211004,,12,0
211007,,31,3
211008,,15,2
211010,,48,0
211014,,6,0
211021,,44,3
211026,,12,0
211027,,6,0
211029,,9,0
211034,,12,0
211041,,12,1
211046,,9,1
211052,,33,0
211060,,10,0
211071,,14,1
211077,,27,0
211080,,12,2
211103,,55,1
211113,,11,1
211116,,13,0
211121,,16,0
211124,,12,3
211139,,5,0
211149,,1,0
211154,,34,0
211155,,10,1
211157,,7,0
211160,,16,0
211165,,8,0
211168,,39,0
211190,,7,1
211191,,14,0
211212,,8,0
211216,,10,0
211222,,13,0
211223,,26,0
211224,,21,1
211226,,16,0
211229,,18,0
211237,,7,0
211248,,8,0
211256,,7,0
211263,,5,0
211271,,8,3
211274,,19,0
211275,,16,0
211280,,12,0
211287,,31,4
211299,,18,1
211317,,33,0
211322,,12,0
211326,,11,0
211330,,21,0
211331,,128,4
211333,,7,1
211335,,31,0
211344,,16,0
211348,,19,1
211353,,11,0
211363,,26,0
211366,,21,4
211370,,59,0
211372,,9,0
211377,,16,0
211382,,28,1
211386,,10,0
211389,,5,0
211395,,12,0
211399,,1,0
211404,,10,0
211406,,8,0
211411,,15,1
211432,,28,2
211434,,50,1
211446,,40,0
211453,,19,0
211464,,10,0
212002,,21,0
212011,,9,0
212017,,28,0
212021,,7,1
212023,,19,1
212025,,55,0
212026,,31,1
212029,,1,0
212037,,29,0
212050,,29,0
212058,,5,0
212068,,26,0
212074,,12,0
212078,,22,2
212081,,9,0
212085,,31,1
212091,,22,0
212095,,12,0
212100,,7,0
212106,,28,0
212117,,13,0
212121,,19,0
212123,,42,0
212124,,15,0
212132,,34,3
212143,,28,1
212154,,21,0
212158,,59,0
212159,,16,0
212161,,19,1
212163,,13,0
212168,,4,0
212170,,5,0
212176,,15,0
212190,,2,0
212198,,9,0
212205,,8,0
212224,,9,0
212227,,7,0
212228,,3,2
212230,,14,0
212237,,69,0
212238,,18,0
212245,,14,0
212248,,7,0
212250,,14,2
212252,,5,0
212257,,14,0
212271,,25,1
212280,,15,0
212286,,16,1
212287,,5,0
212290,,20,0
212304,,131,1
212305,,25,0
212317,,12,0
212318,,35,0
212319,,29,0
212321,,15,0
212328,,1,0
212334,,4,0
212344,,4,0
212349,,2,0
212350,,29,0
212357,,13,0
212366,,10,0
212371,,8,0
212374,,29,1
212380,,60,0
212383,,15,0
212389,,22,0
212391,,12,0
212392,,4,0
212406,,70,0
212410,,4,0
301003,,10,0
301007,,9,0
301010,,18,0
301023,,70,0
301039,,16,0
301040,,8,1
301049,,20,0
301053,,19,0
301058,,10,0
301065,,13,0
301074,,26,0
301079,,36,0
301084,,53,0
301094,,14,0
301101,,46,2
301103,,7,0
301118,,27,0
301126,,7,0
301135,,19,0
301136,,3,0
301138,,33,0
301141,,5,0
301151,,12,0
301155,,10,0
301165,,19,2
301167,,16,2
301181,,15,0
301182,,14,0
301187,,16,2
301192,,8,0
301202,,12,0
301208,,3,1
301213,,2,0
301214,,2,0
301219,,26,1
301228,,12,0
301229,,6,0
301243,,43,0
301245,,4,0
301248,,18,0
301263,,13,0
301277,,8,0
301278,,20,0
301279,,23,0
301280,,15,1
302003,,0,14
302020,,2,0
302021,,35,0
302031,,51,0
302037,,5,0
302040,,13,0
302053,,37,0
302055,,6,0
302061,,15,0
302067,,9,2
302068,,8,0
302069,,10,0
302071,,5,0
302072,,9,1
302079,,7,0
302081,,5,0
302086,,6,0
302088,,7,0
302089,,19,0
302091,,14,0
302101,,13,0
302102,,28,2
302103,,35,0
302111,,6,0
302112,,17,0
302122,,1,0
302123,,24,0
302132,,45,0
302142,,18,0
302149,,15,0
302151,,10,0
302155,,47,0
302156,,17,0
302166,,4,0
302174,,68,0
302179,,56,0
302180,,18,0
302182,,6,0
302184,,8,0
302186,,13,0
302193,,21,0
302201,,4,0
302231,,10,0
302241,,32,0
302255,,12,0
302269,,22,0
302275,,14,0
9203201,1992,0,66
9203203,1992,0,142
9203210,1992,2,7
9203216,1992,0,15
9203217,1992,0,3
9203222,1992,1,19
9203223,1992,0,44
9203225,1992,0,43
9204204,1992,0,15
9204206,1992,0,6
9204207,1992,0,20
9204210,1992,0,6
9204211,1992,0,16
9204212,1992,0,11
9204215,1992,0,20
9204216,1992,0,41
9204219,1992,0,10
9204222,1992,0,11
9204225,1992,0,39
9204226,1992,0,12
9204228,1992,0,43
9204229,1992,1,36
9204236,1992,0,8
9205204,1992,0,3
9205209,1992,0,3
9205210,1992,0,10
9205213,1992,0,22
9205228,1992,0,75
9205229,1992,0,6
9205230,1992,0,10
9205231,1992,0,4
9205234,1992,0,30
9205237,1992,0,20
9205238,1992,0,84
9205240,1992,0,13
9205243,1992,0,38
9205247,1992,0,28
9206205,1992,0,30
9206214,1992,0,30
9206218,1992,0,52
9206236,1992,0,68
9206241,1992,0,50
9206246,1992,0,20
9206262,1992,0,22
9206266,1992,0,54
9207213,1992,0,4
9207214,1992,0,120
9207217,1992,0,31
9207218,1992,0,27
9207221,1992,0,75
9207223,1992,1,5
9207228,1992,0,26
9207234,1992,0,83
9207235,1992,0,9
9207236,1992,0,47
9207240,1992,0,8
9207257,1992,0,7
9207265,1992,0,21
9207266,1992,0,5
9207273,1992,0,7
9207274,1992,0,2
9207278,1992,0,25
9207279,1992,0,68
9208201,1992,0,9
9208205,1992,1,17
9208208,1992,0,3
9208213,1992,0,86
9208215,1992,0,12
9208221,1992,0,49
9208228,1992,0,3
9208231,1992,1,15
9208238,1992,0,25
9208242,1992,0,35
9208244,1992,2,18
9208248,1992,0,53
9208253,1992,0,12
9208254,1992,0,17
9209205,1992,0,168
9209213,1992,1,25
9209220,1992,0,25
9209231,1992,0,14
9209232,1992,0,139
9209239,1992,1,53
9209241,1992,0,51
9209244,1992,1,5
9209245,1992,0,43
9209247,1992,0,9
9209248,1992,0,43
9209251,1992,0,117
9209256,1992,0,25
9209257,1992,0,15
9209262,1992,2,41
9209268,1992,0,69
9209269,1992,0,32
9209272,1992,3,10
9209275,1992,0,9
9209277,1992,1,22
9209289,1992,0,36
9209294,1992,0,3
9209299,1992,0,6
9210208,1992,0,15
9210211,1992,0,9
9210212,1992,0,3
9210214,1992,0,3
9210215,1992,0,5
9210218,1992,0,13
9210231,1992,0,10
9210233,1992,1,11
9210235,1992,0,106
9210239,1992,0,6
9210242,1992,0,65
9210253,1992,0,62
9210262,1992,0,10
9210276,1992,1,7
9210279,1992,0,4
9210281,1992,1,9
9211204,1992,0,58
9211211,1992,3,18
9211219,1992,1,8
9211239,1992,0,29
9211247,1992,0,18
9211248,1992,2,55
9211256,1992,0,87
9211260,1992,0,77
9211267,1992,1,9
9211292,1992,1,9
9211296,1992,0,5
9211302,1992,1,21
9211303,1992,2,10
9211304,1992,0,92
9211309,1992,0,33
9211319,1992,0,4
9211321,1992,0,85
9211328,1992,0,3
9211329,1992,0,4
9211334,1992,2,1
9212203,1992,0,78
9212208,1992,0,2
9212212,1992,1,52
9212223,1992,0,1
9212224,1992,1,21
9212226,1992,2,32
9212231,1992,1,0
9212235,1992,4,103
9212236,1992,0,19
9212245,1992,0,3
9212246,1992,0,11
9212248,1992,3,46
9212265,1992,0,2
9212273,1992,0,2
9212277,1992,0,7
9212278,1992,1,64
9212285,1992,1,54
9212288,1992,2,34
9212305,1992,1,38
9212308,1992,0,21
9212315,1992,0,5
9301205,1993,0,8
9301217,1993,1,2
9301228,1993,3,4
9301229,1993,0,25
9301237,1993,0,14
9301242,1993,0,17
9301244,1993,0,37
9301253,1993,0,22
9301254,1993,0,12
9301259,1993,0,23
9301268,1993,0,14
9301276,1993,0,21
9301278,1993,0,9
9301281,1993,0,14
9301285,1993,3,8
9301296,1993,0,2
9302202,1993,1,26
9302203,1993,0,10
9302207,1993,2,28
9302208,1993,1,54
9302210,1993,9,168
9302211,1993,0,8
9302214,1993,0,11
9302217,1993,0,32
9302223,1993,0,19
9302224,1993,1,20
9302225,1993,0,65
9302232,1993,0,45
9302238,1993,0,9
9302239,1993,0,26
9302240,1993,0,46
9302244,1993,0,18
9302247,1993,5,57
9302248,1993,1,24
9302250,1993,0,6
9302255,1993,2,4
9302258,1993,2,10
9302268,1993,0,6
9302269,1993,4,8
9302274,1993,1,9
9302280,1993,0,46
9302281,1993,0,13
9302288,1993,1,25
9302291,1993,0,12
9302296,1993,2,3
9302298,1993,0,10
9302301,1993,1,3
9302307,1993,1,51
9302315,1993,0,9
